MedInc Latitude Longitude Cluster
8.325200,37.880000,-122.230000,1
8.301400,37.860000,-122.220000,1
7.257400,37.850000,-122.240000,1
5.643100,37.850000,-122.250000,1
3.846200,37.850000,-122.250000,1
4.036800,37.850000,-122.250000,1
3.659100,37.840000,-122.250000,1
3.120000,37.840000,-122.250000,1
2.080400,37.840000,-122.260000,1
3.691200,37.840000,-122.250000,1
3.203100,37.850000,-122.260000,1
3.270500,37.850000,-122.260000,1
3.075000,37.850000,-122.260000,1
2.673600,37.840000,-122.260000,1
1.916700,37.850000,-122.260000,1
2.125000,37.850000,-122.260000,1
2.775000,37.850000,-122.270000,1
2.120200,37.850000,-122.270000,1
1.991100,37.840000,-122.260000,1
2.603300,37.840000,-122.270000,1
1.357800,37.850000,-122.270000,1
1.713500,37.850000,-122.270000,1
1.725000,37.840000,-122.270000,1
2.180600,37.840000,-122.270000,1
2.600000,37.840000,-122.270000,1
2.403800,37.850000,-122.280000,1
2.459700,37.850000,-122.280000,1
1.808000,37.850000,-122.280000,1
1.642400,37.840000,-122.280000,1
1.687500,37.840000,-122.280000,1
1.927400,37.840000,-122.280000,1
1.961500,37.840000,-122.280000,1
1.796900,37.840000,-122.270000,1
1.375000,37.830000,-122.270000,1
2.730300,37.830000,-122.270000,1
1.486100,37.830000,-122.270000,1
1.097200,37.830000,-122.270000,1
1.410300,37.830000,-122.280000,1
3.480000,37.830000,-122.260000,1
2.589800,37.830000,-122.260000,1
2.097800,37.830000,-122.260000,1
1.285200,37.830000,-122.260000,1
1.025000,37.840000,-122.260000,1
3.964300,37.840000,-122.260000,1
3.012500,37.830000,-122.260000,1
2.676800,37.830000,-122.260000,1
2.026000,37.830000,-122.260000,1
1.734800,37.820000,-122.270000,1
0.950600,37.820000,-122.260000,1
1.775000,37.820000,-122.270000,1
0.921800,37.820000,-122.270000,1
1.504500,37.820000,-122.270000,1
1.110800,37.820000,-122.270000,1
1.247500,37.820000,-122.270000,1
1.609800,37.820000,-122.280000,1
1.411300,37.820000,-122.280000,1
1.505700,37.820000,-122.280000,1
0.817200,37.820000,-122.280000,1
1.217100,37.820000,-122.280000,1
2.562500,37.820000,-122.290000,1
3.392900,37.830000,-122.290000,1
6.118300,37.820000,-122.290000,1
0.901100,37.810000,-122.290000,1
1.191000,37.810000,-122.300000,1
2.593800,37.810000,-122.300000,1
1.166700,37.810000,-122.300000,1
0.805600,37.810000,-122.300000,1
2.609400,37.800000,-122.290000,1
1.851600,37.810000,-122.300000,1
0.980200,37.810000,-122.290000,1
1.771900,37.810000,-122.290000,1
0.728600,37.810000,-122.290000,1
1.750000,37.810000,-122.290000,1
0.499900,37.810000,-122.290000,1
2.483000,37.810000,-122.290000,1
0.924100,37.810000,-122.280000,1
2.446400,37.810000,-122.280000,1
1.111100,37.810000,-122.280000,1
0.802600,37.810000,-122.290000,1
2.011400,37.800000,-122.280000,1
1.500000,37.810000,-122.280000,1
1.166700,37.810000,-122.270000,1
1.520800,37.810000,-122.280000,1
0.807500,37.810000,-122.280000,1
1.808800,37.810000,-122.280000,1
2.408300,37.810000,-122.280000,1
0.977000,37.810000,-122.270000,1
0.760000,37.810000,-122.270000,1
0.972200,37.800000,-122.270000,1
1.243400,37.800000,-122.270000,1
2.093800,37.800000,-122.270000,1
0.866800,37.800000,-122.280000,1
0.750000,37.800000,-122.280000,1
2.635400,37.790000,-122.270000,1
1.847700,37.800000,-122.270000,1
2.009600,37.800000,-122.260000,1
2.834500,37.820000,-122.260000,1
2.006200,37.810000,-122.260000,1
1.218500,37.820000,-122.260000,1
2.610400,37.820000,-122.260000,1
2.491200,37.810000,-122.250000,1
3.217700,37.810000,-122.250000,1
3.125000,37.810000,-122.250000,1
2.579500,37.810000,-122.250000,1
